sentence,label
Every step forward feels like wading through quicksand,sadness
Every careless mistake made by them only increased his irritation,anger
He feels blessed by her unwavering support,love
I wasn't prepared for such a scary situation,fear
The feeling of soft grass beneath my feet is rejuvenating,neutral
Embracing moments of connection and laughter with friends and loved ones,joy
The world moves on while I m stuck in this endless cycle of despair,sadness
His anger surged uncontrollably with each new lie they told,anger
The way they appreciate the beauty in the simple things in life reminds me to slow down and enjoy the moment,love
The fear of being forgotten makes me strive for recognition,fear
There's something magical about watching a full moon rise in the night sky,neutral
Embracing the journey of self-discovery and personal growth,joy
"The world is a blur, everything blending together in shades of gray",sadness
"His anger was a relentless storm, crashing through his mind every time they relapsed",anger
I love our late-night talks,love
I'm scared of losing my independence,fear
The smell of freshly baked cookies filling the house is delightful,neutral
Going for a leisurely walk,joy
"I feel like I'm on the outside looking in, watching life pass me by",sadness
"He was driven to the edge by their actions, and he felt like he couldn't take it anymore",anger
I love how they inspire me to be a better person every day,love
I feel uneasy whenever my loved ones don't answer their phones,fear
I've been enjoying listening to podcasts during my commute,neutral
Embracing the journey with an open heart,joy
"The weight of sadness presses down on me like a heavy blanket, suffocating me with its presence",sadness
"The lies and deceit were too much for him to bear, making his anger surge uncontrollably",anger
Their thoughtfulness in remembering the little details about our conversations always makes me feel special and cared for,love
The thought of not being able to pay my bills keeps me awake,fear
"The taste of a ripe, juicy apple picked fresh from the orchard is delightful",neutral
Feeling a sense of relief after a productive therapy session,joy
I feel like my heart is heavy all the time and I can't lift the sadness off my chest,sadness
I was livid when I discovered their betrayal,anger
"Even though the day was not great, spending time with them filled my heart with love and hope",love
"Every time I walk home late at night, I am scared someone will attack me",fear
The sound of a crackling fireplace on a chilly evening is cozy,neutral
Completing a crossword puzzle,joy
It seems like every day is just a battle to keep myself from completely falling apart,sadness
He felt a storm of fury brewing as he listened to their lies,anger
They are comforted by his calm demeanor,love
I'm not sure how to handle this frightening situation,fear
Thinking about going on a scenic drive to admire the countryside,neutral
Listening to my favorite song on repeat,joy
I can't find any meaning or purpose in my life because the sadness is so overwhelming,sadness
"Feeling completely disrespected, she could barely contain her fury",anger
I feel incredibly lucky to have someone who believes in me even when I struggle to believe in myself always encouraging me to keep going,love
A sense of foreboding washes over me whenever I receive unexpected news,fear
Thinking about starting a gratitude journal to appreciate life's blessings,neutral
Listening to music,joy
It s as though I m wandering through a never-ending labyrinth of melancholy,sadness
She was fuming after finding another hidden stash,anger
The way they care for their younger siblings with such patience and tenderness never fails to warm my heart,love
The fear of failure makes every decision feel monumental,fear
